J2005110321102683 002 383486 022 1412349 050  4     -4v   571   2 50NORTHERN MIYAGI PREF      3S
J2005110321143432 002 332763 007 1303511 008  46607801V   511   7262CENTRAL FUKUOKA PREF     18K
J2005110321161590 006 355579 017 1373990 017 1011064-2V   511   4148WESTERN NAGANO PREF      11K
J2005110321213917 006 353321 013 1344629 014 134706604V   511   5185NORTHERN HYOGO PREF      18K
J2005110321214804 005 383578 009 1412187 031  69707503V   511   2 50NORTHERN MIYAGI PREF      6K
J2005110321240264 013 423418 029 1424280 038 155322201V   511   1 11HIDAKA MOUNTAINS REGION  12K
J2005110321313876 018 381910 039 1411818 044  810344      571   2 66KINKAZAN REGION           4S
J2005110321314431 010 383591 019 1412154 050  591168-3V   571   2 50NORTHERN MIYAGI PREF      5S
J2005110321314670 008 383545 016 1412211 038  58811603V   571   2 50NORTHERN MIYAGI PREF      9S
J2005110321324497 007 322869 021 1305171 019 1876066-4V   511   7271SOUTHERN KUMAMOTO PREF   12K
J2005110321351778 006 383577 012 1412185 037  80908402V   511   2 50NORTHERN MIYAGI PREF      9K
J2005110321352746 004 331946 012 1330842 012 190204007V   511   6234SW KOCHI PREF            20K
J2005110321355770 006 383577 012 1412168 042  67210600V   511   2 50NORTHERN MIYAGI PREF      5K
J2005110321375674 023 423921 050 1391858 092 101644812V   511   1 18SW OFF HOKKAIDO          17K
J2005110321503681 015 423151 052 1435716 075 645714412V   511   1 28SE OFF TOKACHI           25K
J2005110321593440 023 241402 076 1251290 056  0     28V   521   7293NEAR MIYAKOJIMA ISLAND    9K
J2005110322022023 017 361768 060 1393609 0721351613023V   511   3 85SOUTHERN TOCHIGI PREF    28K
J2005110322092268 008 320707 019 1292637 037  4     09V   521   7283W OFF AMAKUSA ISLAND     18K
J2005110322093248 003 340892 010 1351337 012  44607008V   511   5190NW WAKAYAMA PREF         20K
J2005110322175970 009 384885 027 1413767 057 675307603V   511   2 50NORTHERN MIYAGI PREF     20K
J2005110322191553 005 333873 011 1341069 013 326004701V   511   6231TOKUSHIMA PREF           20K
J2005110322274692 018 261555 097 1275647 068 1224369      511   7294NEAR OKINAWAJIMA ISLAND   5K
J2005110322302540 005 383588 011 1412136 038  52712601v   511   2 50NORTHERN MIYAGI PREF      4K
J2005110322315394 056 424085 106 1421342 192  857418-4v   571   1 12HIDAKA REGION             7S
J2005110322325755 018 422337 064 1435182 114 566322603v   511   1 28SE OFF TOKACHI           12K
J2005110322362799 029 331265 074 1395842 3131341523024V   511   8330E OFF HACHIJOJIMA ISLAND 16K
J2005110322371717 003 363721 010 1392319 012  87405607V   511   3 83TOCHIGI GUNMA BORDER     18K
J2005110322402424 054 285351 157 1283925 146  0           571   7285NEAR TOKARA ISLANDS       3S
J2005110322433388 015 360134 044 1395457 052 662012920V   511   3 88SW IBARAKI PREF          34K
J2005110322494994 022 255349 089 1274491 113 128427419v   511   7294NEAR OKINAWAJIMA ISLAND   5K
J2005110322511681 002 345755 008 1324478 009 100304501V   511   6224SHIMANE HIROSHIMA BORDER 20K
J2005110322535951 010 371604 029 1385569 052  34710203V   511   4132MID NIIGATA PREF         11K
J2005110322550542 022 370752 048 1413927 104 341523221V   511   2 69E OFF FUKUSHIMA PREF     32K
J2005110322571197 061 340184 053 1335345 057 3301306-3V   575   6231TOKUSHIMA PREF            9S
J2005110322583505 004 320208 012 1295211 019  85515207V   511   7283W OFF AMAKUSA ISLAND     26K
J2005110323013909 003 340983 010 1351066 015  36105100V   511   5190NW WAKAYAMA PREF         10K
J2005110323034478 020 335126 044 1351098 048 3542119-1V   575   5191CENTRAL WAKAYAMA PREF    12S
J2005110323043623 057 335013 063 1351070 071 3568240-1V   575   5191CENTRAL WAKAYAMA PREF     9S
J2005110323070294 019 335095 032 1351077 044 342110100V   575   5191CENTRAL WAKAYAMA PREF    12S
J2005110323092626 030 422316 112 1435058 251 5463473      511   1 28SE OFF TOKACHI            8K
J2005110323115952 010 325538 023 1295679 038 113019205V   511   7266NAGASAKI PREF            20K
J2005110323135076 017 340508 036 1350785 050  495087      571   5190NW WAKAYAMA PREF          3S
J2005110323150961 026 420834 057 1391672 120  99316105v   511   1 18SW OFF HOKKAIDO           7K
J2005110323230072 005 383577 010 1412186 034  577101-4v   511   2 50NORTHERN MIYAGI PREF      4K
J2005110323231143 003 383570 008 1412214 019  70805103V   511   2 50NORTHERN MIYAGI PREF     13K
J2005110323243980 011 320785 026 1292662 054  3     10V   521   7283W OFF AMAKUSA ISLAND     15K
J2005110323330630 011 443009 023 1401977 053  0     36V   521   1 21NW OFF HOKKAIDO          40K
J2005110323374608 003 340989 011 1352200 011  64905301V   511   5189NE WAKAYAMA PREF         15K
J2005110323385627 008 322567 014 1312773 021 1644069-1V   511   7278NORTHERN MIYAZAKI PREF   12K
J2005110323390413 010 401812 027 1420840 053 414107608V   511   2 61NE OFF IWATE PREF        16K
J2005110323451674 014 420799 030 1391555 062 108105611V   511   1 18SW OFF HOKKAIDO          14K
J2005110323475438 033 371272 081 1415416 146 351447513V   511   2 69E OFF FUKUSHIMA PREF     16K
J2005110323475943 005 345410 022 1364875 020 106708405V   511   5209ISE BAY REGION           18K
J2005110323594364 003 345737 009 1342182 009 171403201V   511   5186SW HYOGO PREF            19K
J2005110400060257 028 414395 107 1434039 203 3188404      571   1 29SE OFF ERIMOMISAKI        4S
J2005110400072723 013 262780 116 1294406 075 43     20v   521   7294NEAR OKINAWAJIMA ISLAND   8K
J2005110400072866 003 345159 010 1353085 010 118704207V   511   5184KYOTO OSAKA BORDER REG   20K
J2005110400084347 029 340168 028 1335316 043 288215900V   575   6231TOKUSHIMA PREF           11S
J2005110400140043 020 244660 091 1251734 076 460315721V   511   7293NEAR MIYAKOJIMA ISLAND    7K
J2005110400184122 004 315909 014 1302094 014  913053-2V   511   7273NW KAGOSHIMA PREF        13K
J2005110400233233 003 350744 009 1352500 010 134504629V   5111  5183MID KYOTO PREF           20K
J2005110400243760 030 281414 148 1282537 153 84     21V   521   7286NW OFF AMAMI-OSHIMA IS    8K
J2005110400252296 005 350745 014 1352486 016 127607004V   511   5183MID KYOTO PREF           18K
J2005110400262175 021 412981 113 1423236 115 41     11V   521   2 60E OFF AOMORI PREF        14K
J2005110400270711 006 322154 016 1302879 015  45322105V   511   7268AMAKUSA REGION           20K
J2005110400304867 060 222963 416 1204124 364102           521   8311TAIWAN REGION             6K
J2005110400342754 004 334198 014 1352925 014 114605201V   511   5192SOUTHERN WAKAYAMA PREF   10K
J2005110400354630 004 334450 014 1300936 014  58207403V   511   7281NW OFF KYUSHU            21K
J2005110400362562 006 350742 017 1352490 015 131906903V   511   5183MID KYOTO PREF           14K
J2005110400390164 006 364189 020 1374565 027  0     08V   521   4143HIDA MOUNTAINS REGION    20K
J2005110400405391 003 372343 012 1394478 013  37806301V   511   2 54WESTERN FUKUSHIMA PREF   13K
J2005110400431162 006 330063 019 1305286 023  93309201V   511   7269NW KUMAMOTO PREF         14K
J2005110400451814 003 372346 013 1394491 014  38007203V   511   2 54WESTERN FUKUSHIMA PREF   17K
J2005110400460468 005 350744 015 1352502 014 129606004V   511   5183MID KYOTO PREF           17K
J2005110400475985 008 350735 017 1352496 017 133307900V   511   5183MID KYOTO PREF           14K
J2005110400482464 005 343115 021 1391215 028  61714508V   511   3103NEAR NIIJIMA ISLAND      17K
J2005110400504389 005 315342 015 1310208 022 101207501v   511   7277SOUTHERN MIYAZAKI PREF   13K
J2005110400533093 025 314581 075 1283151 135 286147421V   511   7284SW OFF KYUSHU            17K
J2005110400542846 023 243739 286 1241954 163 57           521   7290NEAR ISHIGAKIJIMA ISLAND  4K
J2005110400562617 008 350737 022 1352493 023 1219103-6V   511   5183MID KYOTO PREF           10K
J2005110400564520 006 350736 015 1352487 013 131506404V   511   5183MID KYOTO PREF           18K
J2005110400565254 004 335489 021 1350179 013  89305710V   511   5207S PART OF KII CHANNEL    20K
J2005110400594959 014 405552 030 1392205 069 197815719V   511   2 59W OFF AOMORI PREF        25K
J2005110401015491 008 372624 023 1382868 033 277310648D48V5114  4165OFF S NIIGATA PREF       40K
J2005110401085667 014 372567 037 1382685 057 271617412V   511   4165OFF S NIIGATA PREF       24K
J2005110401093379 033 372452 081 1382754 105 269032907V   511   4165OFF S NIIGATA PREF       15K
J2005110401154664 013 372527 038 1382801 062 283714906V   511   4165OFF S NIIGATA PREF       19K
J2005110401175959 011 372666 030 1382896 042 280413815V   511   4165OFF S NIIGATA PREF       30K
J2005110401191964 019 372559 061 1382862 076 255822107V   511   4165OFF S NIIGATA PREF       15K
J2005110401195044 020 343489 085 1403685 070 589117814V   511   3108SE OFF BOSO PENINSULA    14K
J2005110401202151 004 345195 015 1353384 016 120605001V   511   5184KYOTO OSAKA BORDER REG   18K
J2005110401211310 008 372646 025 1382893 035 266311920V   511   4165OFF S NIIGATA PREF       39K
J2005110401223831 004 323473 014 1305166 013 107004900V   511   7271SOUTHERN KUMAMOTO PREF   12K
J2005110401261080 004 345191 012 1375416 010 176403802V   511   4158SW SHIZUOKA PREF         20K
J2005110401280316 011 372641 031 1382904 046 319313007V   511   4165OFF S NIIGATA PREF       25K
J2005110401313010 007 344335 026 1312551 019 179806611V   511   6239OFF W SAN'IN REGION      25K
J2005110401350671 015 372572 041 1382882 067 321915908V   511   4165OFF S NIIGATA PREF       21K
J2005110401361063 023 240715 125 1231255 060 538327512v   511   7290NEAR ISHIGAKIJIMA ISLAND  6K
J2005110401365943 003 340349 008 1351740 011  90004201V   511   5190NW WAKAYAMA PREF         13K
J2005110401384432 016 351499 044 1402527 091 506212409V   511   3 94KUJUKURI COAST BOSO PEN  18K
J2005110401433979 005 362207 011 1371312 013  936053-3V   511   4142TOYAMA GIFU BORDER REG    9K
J2005110401442054 014 372530 037 1382844 060 285616109V   511   4165OFF S NIIGATA PREF       25K
J2005110401493692 017 372647 053 1382846 061 266719006V   511   4165OFF S NIIGATA PREF       19K
J2005110401523435 021 363753 026 1382100 026  18328809V   511   4145NEAR MATSUSHIRO          20K
J2005110401532725 005 434165 020 1444324 024  0     08V   521   1  6NEMURO REGION            18K
J2005110401552526 004 340632 012 1352310 014  80706203V   511   5189NE WAKAYAMA PREF         17K
J2005110401581519 007 432748 021 1425886 037  38412003V   511   1 10TAISETSU MOUNTAINS REG    7K
J2005110402043483 012 372640 032 1382901 048 281915511V   511   4165OFF S NIIGATA PREF       28K
J2005110402061422 010 372623 030 1382875 041 273914310V   511   4165OFF S NIIGATA PREF       25K
J2005110402071040 004 321256 010 1302660 012  871064-2V   511   7271SOUTHERN KUMAMOTO PREF   13K
J2005110402121170 004 363733 014 1392342 016  83007204V   511   3 83TOCHIGI GUNMA BORDER     14K
J2005110402142410 019 353799 046 1405715 084 144107714V   511   3110NEAR CHOSHI CITY         17K
J2005110402162678 044 404598 070 1423249 186 177045416V   511   2 60E OFF AOMORI PREF        19K
J2005110402164056 009 372624 027 1382893 039 283412715V   511   4165OFF S NIIGATA PREF       35K
J2005110402180121 004 315382 013 1310208 019 101206505V   511   7277SOUTHERN MIYAZAKI PREF   18K
J2005110402191042 008 360079 019 1360333 038 105406903V   511   4137CENTRAL FUKUI PREF       11K
J2005110402212079 010 372606 028 1382888 041 280213212V   511   4165OFF S NIIGATA PREF       31K
J2005110402221685 010 372594 030 1382898 042 281113618V   511   4165OFF S NIIGATA PREF       34K
J2005110402282661 028 351799 077 1400547 112 660623214V   511   3 95SOUTHERN BOSO PENINSULA  29K
J2005110402304658 005 381700 017 1400089 025  83211805V   511   2 53SOUTHERN YAMAGATA PREF   20K
J2005110402315277 007 381677 019 1400032 030  79212404V   511   2 53SOUTHERN YAMAGATA PREF   11K
J2005110402360894 041 363864 129 1420313 192 43     17V   521   2 69E OFF FUKUSHIMA PREF     17K
J2005110402361070 026 364519 058 1414996 120 36     12V   521   2 69E OFF FUKUSHIMA PREF     10K
J2005110402405252 002 323324 009 1310109 009  563063-4V   511   7271SOUTHERN KUMAMOTO PREF   11K
J2005110402410827 008 380922 024 1413516 035 578205912V   511   2 66KINKAZAN REGION          25K
J2005110402421331 010 323006 014 1314053 032 186107501V   511   7278NORTHERN MIYAZAKI PREF   13K
J2005110402435312 012 372553 033 1382882 049 286814410V   511   4165OFF S NIIGATA PREF       29K
J2005110402513754 019 372480 050 1382783 072 283618309V   511   4165OFF S NIIGATA PREF       23K
J2005110402544467 004 315664 012 1302187 018  81605204V   511   7273NW KAGOSHIMA PREF        15K
J2005110402553929 004 315663 012 1302152 018  77905406V   511   7273NW KAGOSHIMA PREF        20K
J2005110402564663 016 372555 023 1385707 057 113114904V   511   4132MID NIIGATA PREF         11K
J2005110402580570 011 372613 031 1382863 046 280113910V   511   4165OFF S NIIGATA PREF       29K
J2005110402595463 006 371545 019 1385489 028 117407713V   511   4132MID NIIGATA PREF         20K
J2005110403034236 019 284152 104 1293900 080 187736823V   511   7296NEAR AMAMI-OSHIMA ISLAND  6K
J2005110403051851 005 344479 014 1350339 013 133005308V   511   5187SE HYOGO PREF            20K
J2005110403055641 007 372593 022 1382803 031 269010527V   511   4165OFF S NIIGATA PREF       40K
J2005110403080615 004 340533 015 1294598 024 107113013V   511   7281NW OFF KYUSHU            17K
J2005110403113971 012 391632 023 1422610 058 274210117V   511   2 62E OFF IWATE PREF         32K
J2005110403123205 003 355702 007 1371317 010 134704001V   511   4141NORTHERN GIFU PREF       20K
J2005110403155262 014 320762 011 1292722 024  24519011V   511   7283W OFF AMAKUSA ISLAND     18K
J2005110403163776 013 320745 011 1292734 023  39324511V   511   7283W OFF AMAKUSA ISLAND     20K
J2005110403193934 006 350361 012 1374908 017 2230047-4V   511   4158SW SHIZUOKA PREF         15K
J2005110403200838 022 345130 067 1383101 043 291623602v   511   4173SOUTHERN SURUGA BAY REG  12K
J2005110403250353 006 320735 013 1292611 026  4     17V   521   7283W OFF AMAKUSA ISLAND     28K
J2005110403253759 008 344332 026 1372903 021 309306921V   511   4159HAMANAKO LAKE REGION     39K
J2005110403312855 004 330210 010 1323715 023  59708702V   511   6235SW EHIME PREF            15K
J2005110403360856 007 323009 011 1314044 025 190205905V   511   7278NORTHERN MIYAZAKI PREF   18K
J2005110403390780 005 332426 021 1334196 011 303907204V   511   6246TOSA BAY REGION          18K
J2005110403415209 007 334284 020 1301244 020 153004701v   511   7281NW OFF KYUSHU            13K
J2005110403432013 010 372628 029 1382878 041 274012809V   511   4165OFF S NIIGATA PREF       32K
J2005110403434135 013 372597 035 1382903 050 289516613V   511   4165OFF S NIIGATA PREF       30K
J2005110403465043 011 423328 033 1431119 048 469010116V   511   1  9TOKACHI REGION           29K
J2005110403482082 009 341328 017 1352421 018  84712003V   511   5189NE WAKAYAMA PREF         12K
J2005110403483000 016 372571 044 1382854 059 268717408V   511   4165OFF S NIIGATA PREF       30K
J2005110403490503 011 354198 031 1403646 031 472110206V   511   3110NEAR CHOSHI CITY         16K
J2005110403513857 022 372426 030 1385849 079 117122705V   511   4132MID NIIGATA PREF         16K
J2005110403535027 059 334955 057 1350902 086 396025002V   575   5191CENTRAL WAKAYAMA PREF    11S
J2005110403540873 025 334971 040 1350945 035 379712303V   575   5191CENTRAL WAKAYAMA PREF    11S
J2005110403541827 027 310860 073 1302992 069 268922003v   515   7275SATSUMA PENINSULA REGION  9K
J2005110403554258 006 315919 020 1302023 031  81409405V   511   7273NW KAGOSHIMA PREF        19K
J2005110403564085 019 310811 058 1302945 047 2171178      515   7275SATSUMA PENINSULA REGION 10K
J2005110403571846 011 310913 030 1303073 031 201011108V   515   7275SATSUMA PENINSULA REGION 15K
J2005110403591646 017 361215 036 1405136 085 423413010V   511   3111E OFF IBARAKI PREF       28K
J2005110404015568 003 360784 007 1373293 008  40210607V   511   4148WESTERN NAGANO PREF      20K
J2005110404033091 003 315818 010 1303017 013  35906206V   511   7272EBINO REGION S KYUSHU    15K
J2005110404040310 003 331986 008 1310099 010  80506608V   511   7280NORTHERN OITA PREF       20K
J2005110404060154 029 414340 062 1395366 1111583023814v   511   1 18SW OFF HOKKAIDO          13K
J2005110404062053 015 422387 233 1420308 170 98           521   1 30S OFF URAKAWA            11K
J2005110404065907 033 255269 248 1430948 226 22     27v   571   8334IWOJIMA ISLANDS REGION    4S
J2005110404113051 010 372637 031 1382870 045 288114516V   511   4165OFF S NIIGATA PREF       34K
J2005110404113490 016 360074 043 1395517 048 438414621V   511   3 88SW IBARAKI PREF          30K
J2005110404211162 003 333749 007 1302528 008  95004901V   511   7262CENTRAL FUKUOKA PREF     18K
J2005110404215551 004 381704 014 1400098 019  79909514V   511   2 53SOUTHERN YAMAGATA PREF   20K
J2005110404233929 012 340798 018 1350727 045  70507403V   511   5190NW WAKAYAMA PREF          9K
J2005110404261707 009 362918 021 1380036 028 122810303V   511   4145NEAR MATSUSHIRO          20K
J2005110404294303 006 381697 018 1400062 029  85911303V   511   2 53SOUTHERN YAMAGATA PREF   16K
J2005110404310603 003 325985 012 1302260 012  55310104V   511   7264NORTHERN ARIAKEKAI REG   16K
J2005110404335225 062 332293 080 1385355 387 16     23V   521   3105NEAR HACHIJOJIMA ISLAND   9K
J2005110404335269 028 244003 142 1243067 045  19937610v   511   7290NEAR ISHIGAKIJIMA ISLAND  5K
J2005110404363917 014 340979 033 1345811 040 391712206V   511   5206N PART OF KII CHANNEL    19K
J2005110404383769 018 311439 059 1312447 078 397512613V   511   7299SE OFF OSUMI PEN         17K
J2005110404394886 013 372614 041 1382872 050 270817011V   511   4165OFF S NIIGATA PREF       27K
J2005110404395441 022 360081 055 1395575 068 457718914V   511   3 88SW IBARAKI PREF          22K
J2005110404430363 004 333467 012 1300791 013 101806403V   511   7262CENTRAL FUKUOKA PREF     20K
J2005110404443683 005 343725 021 1371302 016  75705603V   511   4162MIKAWA BAY REGION        16K
J2005110404483245 006 350057 017 1353339 017  95906601V   511   5184KYOTO OSAKA BORDER REG   12K
J2005110404503950 009 351126 026 1371579 029 449607100V   511   4161CENTRAL AICHI PREF       18K
J2005110404544377 005 403609 020 1402096 020  77607107V   511   2 44WESTERN AOMORI PREF      16K
J2005110405012936 014 422339 041 1432239 071 487811107V   511   1 28SE OFF TOKACHI           15K
J2005110405015711 009 372605 027 1382902 037 281012022V   511   4165OFF S NIIGATA PREF       39K
J2005110405023427 024 284174 109 1293728 060 173727318v   511   7296NEAR AMAMI-OSHIMA ISLAND  3K
J2005110405045779 004 334003 013 1301720 015  65504504V   511   7262CENTRAL FUKUOKA PREF     22K
J2005110405060404 003 333957 012 1301663 014  52704100V   511   7262CENTRAL FUKUOKA PREF     11K
J2005110405081547 011 421020 024 1391556 052 111304913V   511   1 18SW OFF HOKKAIDO          18K
J2005110405092931 041 251420 131 1234235 104  0           521   7289NW OFF ISHIGAKIJIMA IS    5K
J2005110405130282 014 372545 039 1382893 060 264517308V   511   4165OFF S NIIGATA PREF       24K
J2005110405141779 022 320444 064 1320280 092 230432607V   511   7300HYUGANADA REGION         21K
J2005110405150057 013 423560 036 1391112 064 225013328V   511   1 18SW OFF HOKKAIDO          35K
J2005110405190764 025 294208 085 1303622 087 32     12v   521   7296NEAR AMAMI-OSHIMA ISLAND  4K
J2005110405193833 017 385718 043 1423200 083 344827010V   511   2 65E OFF MIYAGI PREF        20K
J2005110405200026 011 442922 146 1414456 295254     25V   521   1 21NW OFF HOKKAIDO          18K
J2005110405250975 003 352679 009 1364769 011  71905710V   511   4139SW GIFU PREF             20K
J2005110405324129 039 411790 184 1424340 169 33           521   2 60E OFF AOMORI PREF        10K
J2005110405341184 006 381913 019 1395846 025  98111005V   511   2 53SOUTHERN YAMAGATA PREF   18K
J2005110405362167 004 354879 013 1375032 012 101406000V   511   4149SOUTHERN NAGANO PREF     20K
J2005110405445061 002 345363 007 1324672 007 121503507V   511   6224SHIMANE HIROSHIMA BORDER 20K
J2005110405521346 003 334165 011 1301643 011  60603209V   511   7262CENTRAL FUKUOKA PREF     27K
J2005110405522505 002 334125 007 1301628 007  567014      511   7262CENTRAL FUKUOKA PREF      4K
J2005110405524398 003 355583 010 1373346 012  82604101V   511   4148WESTERN NAGANO PREF      20K
J2005110405573466 008 352502 020 1385717 024 242807407V   511   4152EASTERN YAMANASHI PREF   20K
J2005110406000654 010 371033 032 1384273 040 131615725V   5111  4132MID NIIGATA PREF         20K
J2005110406042698 004 385620 019 1405139 017  40111603V   511   2 49SOUTHERN IWATE PREF      11K
J2005110406073511 010 392495 018 1421191 054 239507314V   511   2 62E OFF IWATE PREF         31K
J2005110406092585 016 354917 040 1401252 060 604314021V   511   3 92NORTHERN CHIBA PREF      39K
J2005110406112898 008 322145 030 1302898 028  647232-1V   511   7268AMAKUSA REGION            9K
J2005110406194911 003 422368 013 1403513 017  93617306V   511   1 32UCHIURA BAY REGION       19K
J2005110406211218 004 333860 014 1301810 015  78505400V   511   7262CENTRAL FUKUOKA PREF     16K
J2005110406263310 026 381784 079 1392435 0931513422117V   511   4163OFF N NIIGATA PREF       23K
J2005110406300709 029 224870 125 1230068 125 79     24v   521   7291FAR S OFF ISHIGAKIJIMA    7K
J2005110406324139 011 242915 157 1241665 092 1135327      511   7290NEAR ISHIGAKIJIMA ISLAND  4K
J2005110406361033 010 343037 041 1384048 031 178120014V   511   4172S OF SURUGA BAY          28K
J2005110406465350 015 372213 018 1385913 058  85616202V   511   4132MID NIIGATA PREF         11K
J2005110406525831 014 372414 049 1382677 072 267912609V   511   4165OFF S NIIGATA PREF       11K
J2005110407062103 012 382332 035 1410769 052  69935203V   511   2 51SOUTHERN MIYAGI PREF      5K
J2005110407095944 003 352910 009 1373428 009 138504505V   511   4140SE GIFU PREF             16K
J2005110407100908 005 372891 012 1382646 020 225006513V   511   4165OFF S NIIGATA PREF       14K
J2005110407174863 014 372601 038 1382874 055 276318714V   511   4165OFF S NIIGATA PREF       21K
J2005110407331569 005 354400 021 1364919 015 100505801V   511   4139SW GIFU PREF             10K
J2005110407401131 021 362281 045 1410384 138 387627108V   511   3111E OFF IBARAKI PREF       11K
J2005110407412888 026 382610 097 1430703 104 14     20V   521   2 64FAR E OFF MIYAGI PREF     9K
J2005110407432663 023 391000 057 1422081 094 27     05v   521   2 62E OFF IWATE PREF         10K
J2005110407545370 012 360908 037 1400602 045 540309005V   511   3 88SW IBARAKI PREF          14K
J2005110407564004 011 314397 042 1291134 043  6     13V   521   7284SW OFF KYUSHU             9K
J2005110408105227 024 320748 018 1292631 042  34237218V   511   7283W OFF AMAKUSA ISLAND     19K
J2005110408152506 023 413211 098 1425096 142 383335416V   511   2 60E OFF AOMORI PREF        15K
J2005110408192364 018 381822 069 1420925 100 327428811V   511   2 65E OFF MIYAGI PREF        13K
J2005110408201417 018 391792 049 1425767 091 242729514V   511   2 63FAR E OFF SANRIKU        19K
J2005110408232533 009 332748 026 1354061 019 219204704V   511   5192SOUTHERN WAKAYAMA PREF    8K
J2005110408303283 009 355188 025 1402937 029 359208813V   511   3 92NORTHERN CHIBA PREF      27K
J2005110408314745 010 372978 029 1412020 073 788709612V   511   2 69E OFF FUKUSHIMA PREF     19K
J2005110408401229 029 393635 103 1432002 132 18     21V   521   2 63FAR E OFF SANRIKU        15K
J2005110408425877 019 304311 042 1312628 097 346817315V   511   7299SE OFF OSUMI PEN          7K
J2005110408453083 043 340729 210 1370245 1693601538527V   511   5208SE OFF KII PENINSULA     25K
J2005110408462665 004 340985 014 1352039 016  66906711V   511   5190NW WAKAYAMA PREF         12K
J2005110408480971 004 334360 015 1301491 015  41105109V   511   7281NW OFF KYUSHU            23K
J2005110408531710 012 362765 028 1410538 068 405913108V   511   3111E OFF IBARAKI PREF       16K
J2005110409145912 027 342533 115 1401860 066 520227814V   511   3106FAR S OFF BOSO PENINSULA 10K
J2005110409361517 004 351784 015 1332119 014  89206106V   511   6222WESTERN TOTTORI PREF     17K
J2005110409445853 023 410037 075 1423601 144 54     17V   521   2 60E OFF AOMORI PREF        14K
J2005110409494283 009 382218 033 1395880 038  67410104v   511   2 53SOUTHERN YAMAGATA PREF    6K
J2005110409500061 006 381689 016 1400057 024  91208607V   511   2 53SOUTHERN YAMAGATA PREF   17K
J2005110409505106 004 382212 014 1395848 020  59307209V   511   2 53SOUTHERN YAMAGATA PREF   19K
J2005110410013327 004 335940 008 1350566 015  71804603V   511   5191CENTRAL WAKAYAMA PREF     9K
J2005110410014251 006 335928 009 1350573 016  69306205V   511   5191CENTRAL WAKAYAMA PREF     8K
J2005110410064653 016 425032 077 1433558 076 755812000v   511   1  9TOKACHI REGION            8K
J2005110410130558 008 332510 036 1321332 025 458905803V   511   6244IYONADA SETONAIKAI       12K
J2005110410185945 008 353142 014 1391122 019 199506605V   511   3 97KANAGAWA PREF            15K
J2005110410252628 003 324606 011 1305229 013  82206308V   511   7269NW KUMAMOTO PREF         15K
J2005110410272400 061 313692 333 1391215 328333     31V   521   8331NEAR TORISHIMA IS        15K
J2005110410334137 003 345756 008 1352689 010 114103814V   511   5184KYOTO OSAKA BORDER REG   20K
J2005110410343601 008 340985 013 1351119 022  77006702v   511   5190NW WAKAYAMA PREF          9K
J2005110410412122 005 334456 015 1301045 015  53406508V   511   7281NW OFF KYUSHU            20K
J2005110410451766 003 321722 009 1302734 009 100705603V   511   7271SOUTHERN KUMAMOTO PREF   12K
J2005110410473613 025 342195 096 1383888 133 25     09V   521   4172S OF SURUGA BAY          10K
J2005110410530001 016 383796 026 1420492 090 357022515V   511   2 65E OFF MIYAGI PREF        20K
J2005110410561655 006 332011 019 1315809 017 579805015V   511   6244IYONADA SETONAIKAI       29K
J2005110410575313 006 414994 018 1392399 030 133512610V   511   1 18SW OFF HOKKAIDO           7K
J2005110410590165 003 325897 010 1305571 011 114305416V   511   7270NE KUMAMOTO PREF         35K
J2005110411043131 039 234768 157 1231725 088 29     22V   521   7290NEAR ISHIGAKIJIMA ISLAND  7K
J2005110411051535 014 430703 335 1420529 301120     11v   521   1  3KAMIKAWA-SORACHI REGION   8K
J2005110411135728 011 372598 033 1382794 047 281315119V   511   4165OFF S NIIGATA PREF       33K
J2005110411200574 003 345752 009 1352689 011 113304111V   511   5184KYOTO OSAKA BORDER REG   20K
J2005110411264875 010 384667 025 1413972 057 662008008V   511   2 66KINKAZAN REGION          20K
J2005110411324135 019 372576 048 1382826 090 282123813V   511   4165OFF S NIIGATA PREF       22K
J2005110411550677 030 424601 090 1424013 1331157623812V   511   1 11HIDAKA MOUNTAINS REGION  22K
J2005110412024595 010 390305 030 1413621 055 721408008V   511   2 49SOUTHERN IWATE PREF      24K
J2005110412054731 010 420349 030 1391089 049 173005911V   511   1 18SW OFF HOKKAIDO           9K
J2005110412070489 017 362365 039 1410649 100 370220810V   511   3111E OFF IBARAKI PREF       11K
J2005110412135573 010 321930 027 1314351 053 413007526V   511   7300HYUGANADA REGION         35K
J2005110412213094 030 372293 090 1414999 121 347449814V   511   2 69E OFF FUKUSHIMA PREF     19K
J2005110412313413 008 394447 014 1420853 044 365805114V   511   2 62E OFF IWATE PREF         30K
J2005110412334338 006 341219 014 1351871 017  75507801V   511   5190NW WAKAYAMA PREF         10K
J2005110412340223 006 341307 011 1350923 025  70605301V   511   5190NW WAKAYAMA PREF          9K
J2005110412362363 005 320500 016 1295365 028 112712610V   511   7283W OFF AMAKUSA ISLAND     16K
J2005110412375752 004 320702 011 1292688 020  4     12V   521   7283W OFF AMAKUSA ISLAND     16K
J2005110412412014 023 262693 115 1285572 091 374836214v   511   7294NEAR OKINAWAJIMA ISLAND   6K
J2005110412425385 005 333351 014 1322711 016 440004006V   511   6235SW EHIME PREF            25K
J2005110412435758 009 320766 009 1292713 018  36516524V   511   7283W OFF AMAKUSA ISLAND     31K
J2005110412444999 006 371409 010 1385733 023 105502701V   511   4132MID NIIGATA PREF          7K
J2005110412483869 018 362050 036 1405886 099 430413617V   511   3111E OFF IBARAKI PREF       18K
